,0
3928,구성비짱 대용량 토너 하나 살 가격으로 대용량 토너 개랑 폼들까지 가져갈 수 있으니 정말 좋아요  다만 전 성분이 살짝 바뀌어서 조금 걱정됩니다
3929,향이 쑥 향이 맞는지 잘 모르겠어요 남편은 사이트다 향이래요  양이 많아서 좋네요 클렌징 폼도 감사히 쓸게요 많이 파세요 트러블 없었으면 좋겠네요
3930,토너 사용해보니 정말 맘에 드네요 진하고 부드럽고 향까지도 하기도 딱입니다
3931,만족합니다 후기 보고 구매했는데 배송 진짜 빨랐습니다 폼클렌징까지 받았네요 일단 용량 진짜 큽니다 진짜 큰 스킨 통 세안 후 바로 듬뿍 바르는 용도로 쓰고 있습니다 저렴한 가격에 만족합니다
3932,괜찮아요 무난하게 편안하게 촉촉한 피부로 정돈할 수 있을 거 같아서 자주 애용하려 합니다 잘 부탁드려요 
3933,생각보다 자극 있지만 짐승 용량에 꾸준히 써보려고요 재구매 의사는 있어요 좋아요
3934,역시  토너는 세안 후 닦아서 쓰는 편이라 양이 많은 게 필요했는데 정말 딱 엄마랑 둘이 쓰는데 엄마도 좋아하세요 토너만 쓸 때도 있는데 요 녀석만 발라도 당기지 않아요
3935,원래 트러블이 없는 편이라 잘은 모르겠지만 따갑지 않고 순한 편입니다
3936,진정 토너 생각보다 용량이 커서 놀랐어요 이름처럼 무언가 진정이 될 것 만 같은 향이 납니다 잘 쓸게요
3937,너무 잘 받았습니다 배송도 빠르고 향도 좋네요 잘 쓸 것 같아요
3938,좋기를 저렴하니 팍팍 부담 없이 쓰겠습니다 
3939,완전 득템 필요한 제품들에 가격까지 저렴하게 잘 구매했습니다 오늘 보니 만 원에 판매하더라고요 오라 리오 라리
3940,좋아요 양도 진짜 많고 향도 진짜 자연적이고 피부에 좋은 거 같아요 화장솜에 뿌려서 통에 넣고 팩으로 쓰거나 닦아내는 식으로 사용하는데 확실히 피부 결이 맑아지는 거 같아요
3941,통째 욕실에다 두고 화장솜에 듬뿍 적셔서 팩으로 사용하기 좋아요 양쪽 볼에 수분이 듬뿍 양이 많아서 스킨 하기도 너무 좋고 벌써 통째 잘 쓰고 있어요
3942,저렴하게 잘 샀어요 스킨을 하는데 짐승 용량이라 좋네요
3943,두 번째 구매인데 트러블도 안 나고 대용량이라 팍팍 쓰기 좋아요
3944,저렴한 맛 세안 후 닦는 용도로 샀어요 저렴하게 잘 산 것 같아요 대용량 아아앙 많이 파세요 오 오옹
3945,저렴하게 잘 산 것 같습니다 양도 많고 얼굴 트러블도 없고
3946,전에도 구입했고 청량감 좋고 산뜻해서  재구매입니다
3947,좋아요 닦아내는 용도로 구매했는데 생각보다 너무 좋아서 놀랬네요 볼에 열이 잘 나는데 차게 해서 얹어놓으니 진정이 잘 되네요
3948,일주일째 사용 중인데 자극도 없고 팡팡 쓰기 너무 좋아 요한 통 지인 주려다가 그냥 제가 쓰려고요 토너 팩도 하고 같이 온 폼클렌징은 사용 전이지만 토너가 맘에 드니까 그것도 기대
3949,와이거대박좋아요 클렌징도 화장한 번에 지워지고요 대박 촉촉해 요 만족합니다
3950,촉촉하고 부드럽고 자극 없네 요양도 많고 잘 쓸게요
3951,순하고 정말 좋아요  부담 없이 쓸 수 있습니다
3952,추천합니다 짐승 용량 향도 쑥이라 바를 때 느낌이 좋아요 스킨팩용으로 듬뿍듬뿍 발라서 써도 오래 쓸 거 같아요
3953,배송이 빨라요 요즘 자구 트러블이 올라와서 토너를 바꿔보려고 주문했어요 주문한 다음날 바로 도착해서 깜놀했어요
3954,향도 좋고 양도 대박 일단 잘 써볼게요
3955,오늘 받아서 처음 써봤어요 배송도 빠릅니다 처음에 향이 쑥 향 날줄 알았는데 쑥 향은 안 나고 좋은 향이 나요 약간 달달한 건강 음료 향 양이 대용량인 게 젤 좋아요
3956,좋아요 다 용량이라 좋고요 남편과 같이 쓸 수 있어 좋아 요배 송도 빠르게 받아봤습니다 많이 파세요
3957,써보니 너무 좋아요 향도 괜찮고 
3958,적극 추천합니다  배송이 정말 빠릅니다 용량 대비 가격이 저렴합니다 쑥 향기가 은은하고 닦토로 쓰기에 적합한 묽기입니다
3959,후기 보고 샀는 데 며칠 사용 후 트러블이 올라오네요 진정이라고 하는데 반품하고 싶네요
3960,좋아요 아직 써보진 않았지만 배송이 빨라서 우선 좋았습니다 좋은 가격에 잘 산 것 같습니다 추천해 요다음에 또 이런 기회가 있으면 구매할 것 같습니다 잘 쓰겠습니다
3961,양이 많아서 세수하고 솜에 묻혀서 팍팍 사용하고 있어요  산뜻하니 좋아요
3962,양도 많고 향도 굿굿 닦는 용
3963,양이 아주 많네요 잘 쓸게요
3964,선물했습니다 무난하고 가볍게 쓰기 좋네요 양도 많고
3965,너무너무 좋아요 용량도 맘에 들고 뭔가 바르면 다른 느낌입니다 끈적임도 없고  감사합니다 
3966,좋아요 남편이 순한 화장품을 선호해서  여성화장품을 구매하는 편인데 순하고 촉촉하니 좋은 것 같다고 하네요
3967,배송  진짜  빠르네요 용량 보고  놀랬어요 어찌나 큰지 부담 없이  막 써도  괜찮을듯싶고  향도 은은하니 좋아요 같이 보내주신 폼클렌징 감사해요 저렴한 가격에  득
3968,좋아요 좋아요 행사해서 그냥 산 건데 시원하고 산뜻하니 너무 좋네요 양도 많아서 맘껏 쓸 수 있어 좋네요
3969,아하 성분이 들어있어서 매일 스킨 팩으로 써도 괜찮을지는 잘 모르겠어요 민감성 피부라면 각질 제거 기능이 같이 있기에 트러블이 날까 걱정이지만 짐승 용량
3970,가격 대비 짱짱 스킨 남았는데 둘러보다 너무 싸길래 구매해봤어요 쑥은 좋으니까 근데 폼도 엄청 큰 거주 네 영 폼은 궁금해서 바로 써봤는데 조금 시원한 느낌도 들고 좋네요 써보고 좋으면 또 살게요
3971,배송 빨라요 일요일 밤에 주문해서 오늘 받았어 요배송 정말 빠르네요 하나 가격에 에다가 클렌징 폼 샘플까지 왔어요 너무 저렴하게 샀어요 스킨은 아직 사용 전이지만 써보고 괜찮으면 계속 구매하려고요
3972,빠른 배송 감사드립니다 향도 좋고 대용량이라 마음에 듭니다
3973,쑥이라  좋습니다 자연 쑥이라  그런지  믿음도 가고  용량도 가격 대비 원 플로 잘 샀습니다 항도 좋고 시원한 느낌이라 피부가 진정되는듯합니다
3974,좋아요 가격이 저렴해서 주문했는데 트러블도 안 생기고 좋아요 진득한 느낌이 아니라 물 같아서 그냥 쓰기보단 솜에 묻혀서 써야 흐르지 않고 쓸 수 있어요 두 개라 오래 쓸 거 같네요
3975,좋아요 저는 민감성 피부가 아니라 후끈후끈한 거 없고 그냥 토너 같았어요 대용량이라서 너무 좋아요
3976,대용량에 다 너무 좋은데 제 피부가 너무 예민한 트러블 피부인가 봐요 화끈거리네요 결국 사용 중지햇써여 같이 쥬신 폼클렌징은 잘 쓰고 있습니다 많이 판매하세요
3977,토너 최고 토너 잘 쓰겠습니다 싸게 판매해주셔서 감사합니다 누구에게나 강력 추천합니다 고맙습니다  너무
3978,정말 좋아요 토너 사용량이 많은데 대용량 토너를 두 개나 저렴한 가격에 구매해서 좋아요 사용감도 다른 일반 토너와 별로 다르지 않습니다
3979,굿굿  배송도 빠르고 양도 진짜 많고 닦는 용도로 딱인 거 같아요 그리고 사은품으로 주신 클렌징 폼이 커서 놀랬어요 여행 용일 줄 알았는데
3980,좋은 거 같아요 냄새도 산뜻하고 시원한 풀 향이랄까요 토너를 막 써서 싸고 대용량을 찾고 있었는데 마침 괜찮은 제품을 찾은듯하네요
3981,음 가벼운 제형인 토너인 줄 알았는데 약간 끈적인다고 해야 하나 그런 느낌이네요 흡수에 시간이 좀 걸리는 것 같은데 좋은 것 같아요
3982,너무 좋아요 촉촉하고 대용량이라서 구성비가 좋네요 저는 클렌징 전에 솜에 적셔서 닦아내는 용도로도 사용하고 있어요 건조하지 않아어 저처럼 건성피부인 사람들도 정말 좋네요
3983,잘 받았습니다 저렴한 가격에 상품 만족합니다
3984,용량도 대용량이라 좋아요 남편과 같이 쓸려고요
3985, 배송은 빠르고요  배송 상품은 처음 써서 그런 건지는 모르겠지만 좀  따갑고 전체적으로 불거 지네요 
3986,싸게 잘 샀네요 스킨을  많이 사용하는 펀인데 싸게 잘 샀네요 같이 온 폼도 순하니 좋은 것 같아요
3987,한통 다 쓰고 한 통은 아빠가 쓴 다길래 또 샀어요 좋아요
3988,가격 대비 대용량에이라 너무너무 좋아요 아낌없이 잘 끌 것 같아요
3989,격대비 용량 짐승입니다 아주 오래 쓸 수 있을 만큼의 양입니다
3990,잘 받았습니다 배송도  빠르고 잘 받았습니다 기존에 쓰던 제품이 남아서  아직 써보진 않았지만 아주 기대가 큽니다
3991,구스 좋아요 잘 사용해요 향이 좋아요 깨끗하게 잘 세안이 괘효 촉해 요 촉촉해요 엄마께도 선물 
3992,세일 때 구입 아직도 잘 쓰고 있오 용량도 많아서 반통 쓰고 있어요 듬뿍 쓰는데도 없어질 생각을 안함세일떄 쟁여놔야겠어요
3993,화장솜에 닦고 나면 촉촉하게 남아 있어요 사춘기 아이에게도 해줘 보고 있는데 뾰루지엔 어떤지는 아직 모르겠지만 닦고 나면 묻어나는 게 보이네요
3994,좋아요 양도 많고 좋은 거 같아 요배 송도 빠르고 폼도 정품으로 보낸 거 같아요 정말 좋아 요담에 두 구입할게요
3995,정말 추천 닥터로 쓰려고 싼 거 샀는데 생각보다 좋아서 이 웬 득템 쑥 향 고유의 향을 좋아하는데 이건 고유의 쑥 향은 아니면서 기분 좋게 해주네요 의외로 찰져서 닥터 말고도 스킨에 잘 쓰고 있어요
3996,항상 쓰던 제품 항상 쓰덤 제품이고 연하고 순해서 구매했습니다 제가 복합성인데 건성인 부분은 또 되게 건성이라 기존 스킨들 쓰면 엄청 건조한데 이거는 그런 게 없어요 
3997,향이 저는 개인적으로 좋아하는 향은 아닙니다 그냥 용량 크고 싸니 잘 쓸게요 클렌징 폼도 줘서 좋네요
3998,좋아요 배송도 빠르고 좋아요 또 사러 올게요 배송도 빠르고 좋아요 또 사러 올게요 배송도 빠르고 좋아요 또 사러 올게요 배송도 빠르고 좋아요 또 사러 올게요 배송도 빠르고 좋아요 또 사러 올게요
3999,처음 써보는데 순하고 촉촉하니 좋은 것 같아요 대용량이라 요즘 같은 환절기에 쓰기 딱 좋은 것 같아요
4000,순하고 좋아요 스킨을 많이 쓰는 타입인데 대용량에다가 원풀 원이라서 구매했습니다 후기도 좋아서 사용한 지 며칠 안됐는데 좋은 거 같아요 제 피부에도 잘 맞는 거 같습니다
4001, 잘 도착했고요 확실히 양도 많고 사은품으로 폼클렌징도 왔네요 잘 사용할게요 가격 대비 양은 확실히 많은 거 같습니다 감사합니다
4002,저렴하게 잘 샀어요 스킨이 떨어져서 구매하게 됐는데 에다가 사은품으로 폼클렌징 너무 감사합니다 자극도 없고 좋아요
4003,적극 추천합니다 가격이 매우 저렴한데 토너 두 개에 폼 클렌저까지 받으니 너무 좋네요 토너는 일반 토너랑 별반 다를 거 없어요
4004,재구매 재구매했습니다  대용량이라 편하게 사용하고 있습니다 화장솜에  충분히 묻혀서 사용하니  아주 좋습니다
4005,그전에 티트리 썼는데 그것보다 이게 더 낫은 듯합니다 보습감이 좋아요
4006,아직 사용 전이지만 쑥이라서 믿고 사용해보려고요 폼클렌징도 증정품스럽지 않게 양이 혜자스러움
4007,피부 예민한 사람은 약쑥이 좋다고 해서 안 샀어요 써보니 좋네요
4008,좋아요 양 엄청 많네요 스킨 화장솜으로 해서 쓰려고 샀는데 아직 한 통째 쓰고 있는 중입니다 싸고 배송 빠르고 좋아요
4009,양도 많고 가격도 저렴하게 닦아내는 토너로 사용하기 딱이네요
4010,이걸 흠 내가 이걸 어떻게 적을까 생각해보았는데 양도 믆고 배송도 빠르고 뭐 다 좋았슴키가 여러붘
4011,이거 한 통째 쓰는데 좋아요 자극도 없고 각질관리도 잘 돼요 용량도 많아서 팍팍 쓰기 좋아요  딜 꾸준하게 해주세요
4012,좋아요 잘 사용하겠습니다 약쑥으로 만든 거니 피부에 닿으면 좋겠죠암튼 온 가족이 다 사용할 거니 사용해보고 다시 재주문할게요
4013,부디 부작용이 없기를 바랍니다  피부가 워낙 민감해서 
4014,좋아요 향도 나쁘지 않아요 쑥이라서 이상한 향일까 봐 걱정했는데 은은하니 괜찮은 거 같아요 저렴하게 잘 샀어요
4015,좋아요 마침 살 때 되어 후기 보고 저렴하게 구입했습니다 배송도 빠르고 포장 상태도 양호하고요 아직 쓰지는 않았지만 개봉했을 때 향기는 은은하더군요 기대됩니다
4016,양이 정말 많네요 효과는 아직 모르겠지만 잘 사용할게요
4017,꾸준히 써보려고요 민감성 피부입니다 화장품 잘못 써서 피부가 뒤집어졌어요 진정 토너 찾다가 알게 됐어요 하루 써봤는데 순하고 가격 대비 정말 최고인 거 같아요 쑥 향도 강하지 않아요 추천해요
4018,가격도 저렴하고 원풀 원이라서 구매했습니다 좋아요
4019,아직 안 써봐서 잘 몰라요 배송은 빠르고 양이 많아요
4020,이 가격에 양도 많고 사은품까지 게다가 향도 좋네요
4021,정말 산뜻하네요 유분 많은 피부에 좋을 것 같아요
4022,싸고 좋아 요양이 많아서 마음 놓고 쓰네요
4023,완전 대박 용량 가격 등 정말 만족스럽습니다
4024,용량 장난 아니네요 다른 제품  크다 생각해 막 사용 중이었는데 이건 뭐 더 크니깐  기분 좋네 요한 동안  걱정 없이  막 써도 되겠어요 아직 사용 전이지만 향만 맡아봤는데 은은하니 좋았고 사은품으로 온 폼클렌징도 잘 쓸게요
4025,벌써 번째 주문이네요 욕실에 다 두고 화장솜에 듬뿍 적셔서 팩으로 사용하기 좋아요 씻고 바로 수분 충전 양이 많이 서 정말 맘껏 쓰고 있어 요리 뉴얼 되었는지 향도 전보다 나은 듯
4026,정말 추천 찜만 해뒀다가 사려는데 매진돼서 아쉬웠는데 빠르게 자입고되서 금세 구매했어요 정말 짐승 용량 토너는 저렴이 사용해도 된다네요 사은품으로 폼클렌징 주셔서 감사드려요
4027,양도 많고 닦아 쓰는 토너로 잘 사용할게요
4028,요 며칠 계속  요 며칠 계속 좋은 밤 되세요 난 지금 너무 많이 와서 그런가 보다 더 잘 알고 있을 것이다 오늘 하루도 즐겁게 보내세요
4029,양이 엄청 많아서 팍팍 쓰고 폼클도 감사
4030,처음 써보는데 다른 토너에 비해 촉촉하고 촉감이 좋습니다 향도 허브 허브 해 요
4031,처음 처음구매했는데대용량라 좋고 여성분도 순하길래 검색해보고 구매했습니다 팍팍 써도 오래 사용할 거 같
4032,후기 보고 구매했는데 무난하게 쓰기 좋은듯해요 용량은 진짜 큽니다 진짜 
4033,대용량으로 너무 좋아요 득템  민감성 피부라 기대되네요 사은품으로 폼클렌징까지 좋네요
4034,잘 받았습니다  잘 받았습니다 잘 받았습니다 잘 받았습니다 잘 받았습니다 잘 받았습니다 잘 받았습니다 잘 받았습니다 잘 받았습니다 잘 받았습니다
4035,좋아요 배송도 빨랐고 일단 보자마자 용량에 놀랐어요 사은품 폼 클렌저도 크더라고요 닦아내는 용도로 쓰는 거라 아낌없이 쓰고 있어요
4036,졸아요 좋 아 오 어으낭나아어어아어텉나넡터러어나넝언나어어앝터러어더야유류오룰류어로로로롤개좋아여토오오오옹여여여요료룔
4037,향 좋고 양 많고 물도 너인데요 토너란 향 좋고 양 많고 그러면 완벽한 것 아닙니까 다이소 공병에 담아서 칙칙칙칟 뿌려야겠어요
4038,닦토 스킨 용 닦아 내기도 좋고 스킨 법으로도 쓰기 좋은 대용량이니 당 용량도 좋고 얼굴에 뭐 나는 것 없이 잘 쓰고 있어요
4039,싸고 좋아요 양도 많고 가격도 저렴하고 듬뿍듬뿍 많이 쓸 수 있어 좋은 것 같아요이라 도 좋네요 많이 파세요
4040,좋아요 산뜻하고 괜찮아요 대용량에 클렌징까지 최고예요
4041,좋아요 향도 인위적인 향이 아니라서 좋네요 화장솜에 듬뿍 뿌려 닦아도 오래 쓰네요 사은품으로 폼클렌징도 감사합니다
4042,향도 은은하니 좋고 피지 조절이 되는 게 너무 신기하고 산뜻해 요양도 짐승 용량이라 펑펑 쓰기 좋아요 동생이 스킨이 왜 이리 크냐고 
4043,용량 대박 아직 사용해보진 않아서 일단 배송은 무지 빠르고 용량이 엄청나서 좋은데 향은 그냥 평범하고 암튼 가격 대비 득템한 듯 피부에도 효과 있음제 구매해야지 여
4044,용량 엄청 많네 요한 잠 쓰겠어요 피부가 민감해서 샀는데 괜찮았으면 좋겠어요
4045,정말 좋아요 사은품으로 클렌징 폼도 같이 왔는데 굳굳 촉촉하니 아주 좋아요 
4046,저렴하게 잘 샀어요 아직 오래는 안 썼지만 무난해요 사은품으로 폼클렌징 감사합니다
4047,갑성이 갑 구성비 최고네요 로드숍에서도 이 정도 가격으로 스킨 하나 사기 어려운데 좋습니다 다만 처음 개봉할 때 포장이 조금 허술한 건 아쉬워요 
4048,좋아여옹 코코코코노놐
4049,정말 좋아요 세번째구매입니다핫딜안뜰때는쫌가격이나가요핫딜뜨면사야합니다에폼클까지짱이에요용기가리뉴얼됐는데꽉안닫혀요살짝뚜껑이떠요
4050,추천합니다 처음 사용해보는데 촉촉하고 좋아요 향도 산뜻하네요 저는 추천합니다짐승용량이라 오래 쓰겠네요
4051,너무 좋아요 계속 쓰고 있어요 클렌징도 너무 좋네요
4052,빠른 배송 원래 다른 토너 시켰는데 너무 배송이 늦어서 이거 시켰는데 당일 배송해서 다음날 받았어요 향도 좋고 양도 많아요
4053,굿 아직 개봉 전이에요 근데 배송 온 거 보고 깜놀했네요 토너가 원풀 원도 많다 했는데 폼클렌징까지 주셨어요 남는 게 있나요
4054,구매평 보고 주문합니다 토너를 많이 사용하는 편이라  바로 주문 넣었습니다 용량도 크고 좋네요 잘 사용하겠습니다 사용해보고 좋으면 입소문 많이 내야겠어요
4055,정말 싼 가격에 좋은 제품 감사드려요 폼클렌징까지 보내주여서 피부가 더 깨끗해지는 것 같아요 담에도 재주문해야겠어요
4056,정말 좋네요 정말 좋네요 향도 좋고 진정 효과도 좋은 거 같아요 뭐니 뭐니 해도 대용량이 좋아요  오래오래 쓰겠어요
4057,굳 원뿔원에 폼클렌징까지 혜자 해요 아직 사용은 안 해봤지만 괜찮을 듯싶네요
4058,응 그래  응 그 결과 아무런 문제점이 발견되지 않았지만 아직도 불편한 증상이 이어지고 있어 당장 수술이 어렵다
4059,용량 걱정 없이 특별히 좋다 이런 느낌은 없고 대신 그냥 용량 걱정 없이 막 쓸 수 있다는 게 장점 같아요 재구매는 안 할 듯
4060,이거 진짜 좋어요 여태까지 쓴 토너 중에 가장 좋아요 다른 제품들도 써보고 싶을 정도에요 꼭 사세요 꼭
4061,굿 박스 시켰더니 스킨이 병원이었나 봐요 득템했어요 이 착한 가격에 거기에 폼클렌징까지 개라 야호
4062,만족합니다 가 성 비 너 무 좋 습 니 다 배 송 도 빠 름 네 다적 극 추 천 이 용재 구 매 예 정입니다
4063,시쯤 입금해도 다음날 배송인지  예상보다 단 하루 늦었지만 용량 보고 깜놀
4064,알코올 향기도 나고 쑥이라 순한 줄 알았는데 성분도 많이 들고  각질제거용으로  팍팍 써야겠네요
4065,굿굿 아주 용량이 짐승 용량입니다 저렴한 가격에 정말 득템한 기분이에요 아직 사용은 안 해봤지만 다른 브랜드 쑥 화장품을 잘 사용했어서 기대됩니다
4066,진짜 크고 배송 빨라요 이 용량에 이 가격에 폼클렌징을 하나 더 주다니 진짜 최고인 것 같아요 아직 사용 전인데 기대됩니다
4067,좋아요 자극적이지 않고 데일리로 무난하게 사용하고 있어요 재구매 의사 있습니다 또 세일해주시면 좋겠어요 
4068,아직 사용해 보진 않았지만 가격  용량 게다가 사운품까지넘 감사합니다 번창하세요
4069,피부 처음 써보는 건데  괜찮은 거 같아요   스킨 대용으로 쓰니까 좋은 거  같네요  피 부가 예민해서 아무거나 못쓰는데  추천받아서  써보니까  순한 거 같아요   부작용도 없고요
4070,진짜 잘 샀어요 보습에 참 좋은 듯 산뜻하고 쑥 향이 은은해서 좋아요 엄마랑 나눠서 쓰고 있어요 구매 또 할 예정이에요
4071,닦토로 쓸려고 구입했어요 대용량에이라 구성비 굿 다음에도 재구매 하렵니다
4072,할인할 때 쟁여야 함 저번에 두 원 플 세트 구매해서 지인들 선물 주고 사용했는데 좋아서 최고 할인 떴길래 한치의 망설임 없이 또 구매
4073,클렌징 폼도 다 떨어져갔는데 사은품으로 받았어요 스킨 굉장히 크고 좋아요
4074,만족 싸서 반의 심 상태로 구매했다가 두통 다 쓰고 재구매함  닦토로 쓰기엔 제격인 듯 다음에 또 살게요
4075,입 주변 콧볼 쪽에 각질이 많아 수정 메이크업할 때 살짝 닦아낼 때 사용해요
4076,안 써봤지만 후기 믿고 구매해봅니다 대용량 스킨 두 개에 클렌징 폼까지
4077,너무 싼 가격에 반신반의하며 구입했는데 너무 좋네요 사은품으로 폼클렌징 받았는데 이것도 너무 좋아서 다음에 이걸로 바꿔 타야겠어요
4078,향이 너무 좋아요 용량 커서 너무 좋고요 매우 만족합니다 번창하세요
4079,빠르게 왔어요 진짜 크네요 아직 써보진 않았는데 좋을 것 같아요
4080,양도 넉넉하고 사은품으로 주신 폼클렌징도 좋네요 잘 쓸게요
4081,너무 제품이 좋아서 세일할 때 더 사두는 거예요 만족해요
4082,배송도 빠르고  양도 많고 아직 써보지는 못했어요 
4083,예민한 피부엔 좀 예민한 피부인데 솜으로 사용 후에 좀 지나면 열감이 있어요 순하진 않나 봐요 며칠 더 써보고 사용 여부 정해야 할 것 같아요
4084,용량 커서 좋고요  클렌징 후  막 쓰기에 좋아요
4085,적극 추천 용량도 크고 좋아요 이제 하나 다 사용해서 남은 하나 사용하고 있어요 재구매 또 해야 할듯싶네요
4086,재구매했어요 써보고   너무너무  좋아   재구매했어요  완전   구성비  갑     트러블 있는   피부인데   다른   토너보다  순한데   효과가   있네요  울 딸이   다시  사달래서   재구매합니다
4087,굿 만족합니다 우선 저렴하고 양도 많고 사은품으로 클렌징 폼까지 줘서 이 가격에 가능한가 싶고요 배송 빨라서 좋네요 잘 쓸게요
4088,아직 며칠 안 써봤지만 일단 짐승 용량이라 좋네요 향도 무난한 향이고 순한 것 같아요 화장솜에 듬뿍 씩 묻혀서 닦아내는 토너로 최고예요 피부결정돈하는 효과 있었으면 좋겠습니다
4089,상쾌하네요 용량도 많고 사은품까지 받아 좋네요 이틀 사용했는데 닦아낼 때 느낌이 상쾌해 좋아요 
4090,닥터용으로 구매했습니다 워낙에 빨리빨리 쓰는 거라에 클렌징 폼까지 주길래 구매해봤습니다 만족도 높은 후기를 믿고 써보려고 합니다
4091,좋아요 촉촉하고 양도 많고 싸고 좋아요 맘에 들어요 자연적인 냄새가 나네요 잘 쓰겠습니다 구리
4092,좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요
4093,좋아요 아직 써 보진 않았지만 품평이 좋아서 기대되네요 그리고 저렴한 가격에 토너  폼클렌징까지 주셔서 너무 좋아요 이제 토너 아끼지 않고 써도 되겠어요 감사합니다
4094,좋아요 양이 많아서 오래 쓸 수 있을 거 같고 닦토로 쓰려면 솜에 먹는 게 많아서 아껴 썼는데 닦토로도 아낌없이 쓸 수 있을 거 같아요 향도 좋고 순한 것 같아요 엄마랑 하나씩 나눠 쓰려고요
4095,좋아요 닥터로 쓰려고 샀는데 정말 양이 많네요  플라스틱 케이스가 스킨 무게를 감당하기 불안할 정도로  상쾌하니 향도 괜찮고 양도 넉넉하고
4096,순하고 쑥 향도 많이 안 나고 너무 좋네요 사은품이 사은품 같지 않아서 놀랬어요
4097,잘 받았습니다 대용량에 폼클렌징까지 알찬 구성입니다
4098,또 시켜야지  딪
4099,대용량이라 넉넉합니다 보내주신 사은품 클렌징은 아직 못 써봤네요 좋을 거라 생각해요
4100,토너 좋아 요요 가격에 특뎀이네요예민한 제 피부엔 약간 안 맞는 거 같아요 친구 주면 좋아할 거 같네요
4101,추천 할인할 때 구매하였습니다 피부 트러블 나지 않고 사은품으로 주신 폼클렌징도 좋습니다 추천합니다
4102,어마어마한 용량이네요 거기다 폼클렌징 본품까지 사은품으로 감사합니다
4103,배송 빠르고 잘 받았어요 서비스로 폼클렌징도 주시고 감사합니다
4104,아직 써보진 않았지만 배송도 빠르고 사은품도 와서 좋아요
4105,대용량  대용량이라서 너무 좋아요 진짜 솜에 스킨 듬뿍 묻혀서 사용하는데 너무 좋아요 강추합니다 최고입니다
4106,대용량 짱짱 년일 각질 토너 없인 못 사는데 이거 써보고 좋으면 이걸로 쭉 갈아탈게요 
4107,양도 많고 냄새도 좋아요 촉촉한 느낌이에요 같이 보내주신 썬 마스크도 잘 쓰겠습니다
4108,마음에 들어요 가격이 저렴하네요 한 통은 냉장고에 넣어두었어요 오래 쓸 것 같아요 아직 써보진 않았지만 양이 많아서 듬뿍듬뿍 쓸 수 있을 거 같아요
4109,추천 성분 착하고 순한 토너로 추천 닦아 쓰는 용도로 팍팍 쓰기 좋아요 각질제거는 그다지 크게 와닿지는 않지만 순해서 쓰기 좋음
4110,배송 오는 거 뽁뽁이 잘 싸져서 와서 감동받았어요 냄새는 좀 제 스타일이 아니지만 스킨 팩할 때 쓰는 데 좋은 거 같아요
4111,용량 큽니다  용량도 많고 쑥 향기가 많이 나서 더 좋습니다 콧물 스킨은 아니지만 너무 물 같지 않고 닦아 쓰는 용도로 딱 좋아요
4112,추천 대용량 사용하시는 분에게는 추천입니다 배송은 보통이 고향도 보통인 것 같습니다 좋습니다 좋습니 딘
4113,배송 빠릅니다 배송  무지 빠르네요   용량  무지 크고 세안 후 크린징  하기  무지  좋겠어요   감사합니다
4114,막 쓰기 좋아요 살짝 눈 시리다가 몇 번 쓰니 괜찮네요닦토로 막 쓰기 좋아요 향도 상큼하고요 대신 순해서 쓰고 나서 촉촉한 느낌은 좀 덜한 거 같아요
4115,너무너무 만족 향도 좋고 용량도 좋고 필요했던 폼클렌징까지 와서 일석삼조 재구매 의사
4116,양도 많고 향도 괜찮고 만족합니다
4117,폼클렌징 사은품으로 주신 것도 잘 쓰고 있어요 화장솜에 스킨 묻혀서 분 정도 올려놓는데 촉촉하니 좋아요 다만  저는 처음 사용할 때 따끔 걸렸는데 쓰다 보니 괜찮아요 용량도 기성 비갑
4118,자연 약쑥 최고 원로원이라서 신랑하고 같이 쓰면서 미스트 공병에 넣어서 파데 바를 때 퍼프에 뿌려서 쓰고 있답니다 향기도 좋고 피부에 밀착이 너무 좋아요
4119,좋아요 산뜻하고 좋아요 잘 쓸게요 잘 쓸게요 잘 쓸게요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요
4120,이 가격에 큰 토너 둘 폼클렌징 본품 하나까지 정말 대박이에요 너무 저렴해서 반신반의했는데 토너 너무 촉촉하고 좋아요 스킨 하려고 샀는데 대만족입니다
4121,추천 저렴한 가격으로 좋은 상품 구입했어요 너무 마음에 드네요 피부에도 자극 없고 걱정 없이 사용할 수 있을 것 같아요
4122,너무 커요 통농우처마우추투누뭄고어낯참투눌흐마춘누둥 루주누파나느른느누르즈으우누처러우출루루어
4123,굳굳 약쑥이라 그런지 건강한 스킨같아좋아요원플원이고 용량도 크고 너무 좋습니다 부담 없이 쓰고 다음에 또 이용할게요
4124,정말 좋아요 이번에 처음 사는 건데 굉장히 저렴한 가격에 용량도 많고 게다가 향기도 좋네요 잘 쓰겠습니다
4125,
4126,피부가 예민해서 살짝 따가운 느낌이 있긴 하지만 괜찮아 요양이 많아서 닥터로 아낌없이 쓸 수 있어요
4127,친구 생일선물 요즘 화장품 얘길 많이 했는데 일 특성상 화장을 못하는데 얼굴이 머가 생긴다고 스킨 법을 하고자 해서 대용량으로 있길래 선물했는데 향이며 스며드는 게 다 좋다고 해요
